,id,name_x,Марка :,Применение:,Дополнение:,Cu,Al,C,Ni,Si,Cr,Mn,Zn,Ti,Fe,Заменитель:,Mo,Mg,V,Классификация :,type_x,Pb,Примесей,-,W,Sn,Co,Ag,Nb,P,Zr,Sb,S,Cd,B,Pt,Ni+Co,Au,Pd,Bi,N,As,O,Ca,Be,Rh,sв,d5,Ir,Ce,Te,sT,Tl,y,Se,H,Na,Ta,Hg,In,Ru,Ga,KCU,Ba,Nd,Li,Al+Mg,Cl,La,РЗМ,Sr,Re,Cu+P,Sc,Hf,F
1388,2390,ХН67МВТЮ,ХН67МВТЮ ( другое обозначение ЭИ202 ХН67МВТЮ-ВД ЭП202 ЭП202-ВД ),"Лопатки, корпуса, диски, листовые детали турбин, сварные изделия, работающие при температурах до 800 °С.",Срок работы - длительный. Температура начала интенсивного окалинообразования 1000 °C.,,1 - 1.5,до 0.08,60.48 - 68.8,до 0.6,17 - 20,до 0.5,,2.2 - 2.8,до 4,,4 - 5,,,Сплав жаропрочный,Сплав жаропрочный,,,,4 - 5,,,,,до 0.015,,,до 0.01,,до 0.01,,,,,,,,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,835,ХН70ВМТЮ,ХН70ВМТЮ ( другое обозначение ЭИ617 ХН70ВМТЮ-ВИ ЭИ617-ВИ ),для рабочих и сопловых лопаток газовых турбин,,,1.7 - 2.3,до 0.12,61.5 - 76.4,до 0.7,13 - 16,до 0.5,,1.8 - 2.3,до 5,,2 - 4,,0.1 - 0.5,Сплав жаропрочный,Сплав жаропрочный,,,,5 - 7,,,,,до 0.02,,,до 0.02,,до 0.02,,,,,,,,,,,,,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,953,ХН62МВКЮ,ХН62МВКЮ ( другое обозначение ХН62ВМКЮ ЭИ867 ХН62МВКЮ-ВД ЭИ867-ВД ),"лопатки, диски турбин, работающие при температурах до 900 °С.",Срок работы - ограниченный. Температура начала интенсивного окалинообразования 1080 °C.,,4.2 - 4.9,до 0.1,56.034 - 70,до 0.6,8.5 - 10.5,до 0.3,,,до 4,,9 - 11.5,,,Сплав жаропрочный,Сплав жаропрочный,,,,4.3 - 6,,4 - 6,,,до 0.015,,,до 0.011,,до 0.02,,,,,,,,,,,,,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,75,ХН70ВМЮТ,ХН70ВМЮТ ( другое обозначение ЭИ765 ),"крепежные и другие детали, работающие при температуре до 750—800 °С.",,до 0.07,1.7 - 2.2,0.01 - 0.16,65.02 - 76.29,до 0.6,14 - 16,до 0.5,,1 - 1.4,до 3,,3 - 5,,,Сплав жаропрочный,Сплав жаропрочный,,,,4 - 6,,,,,до 0.02,,,до 0.02,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,950,ХН70МВТЮБ,ХН70МВТЮБ ( другое обозначение ЭИ598 ХН70МВТЮБ-ВИ ЭИ598-ВИ ХН70МВТЮБ-ВД ЭИ598-ВД ),лопатки турбин,,,1 - 1.7,до 0.12,59.425 - 74.6,до 0.6,16 - 19,до 0.5,,1.9 - 2.8,до 5,,4 - 6,,,Сплав жаропрочный,Сплав жаропрочный,,,,2 - 3.5,,,,0.5 - 1.3,до 0.015,,,до 0.01,,до 0.01,,,,,,,,,,,,,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,72,ХН70Ю,ХН70Ю ( другое обозначение ЭИ652 ),"различные детали, работающие при умеренных напряжениях, при 1100—1200 °С (может применяться для нагревательных элементов сопротивления).",,до 0.07,2.8 - 3.5,до 0.1,65.073 - 71.2,до 0.8,26 - 29,до 0.3,,,до 1,,,,,Сплав жаропрочный,Сплав жаропрочный,,,,,,,,,до 0.015,,,до 0.012,,,,,,,,,,,,,,,,,до 0.03,,,,,,,,,,,,,,до 0.1,,,,,,,,,,,,
1394,954,ХН75ВМЮ,ХН75ВМЮ ( другое обозначение ЭИ827 ),лопатки турбин,,,4 - 4.6,до 0.12,65.725 - 77.49,до 0.4,9 - 11,до 0.4,,,до 5,,5 - 6.5,,до 0.7,Сплав жаропрочный,Сплав жаропрочный,,,,4.5 - 5.5,,,,,до 0.015,,,до 0.01,,0.01 - 0.02,,,,,,,,,,,,,,,до 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,757,ХН75МБТЮ,ХН75МБТЮ ( другое обозначение ЭИ602 ),"детали газопроводных систем, аппаратура, детали камер сгорания с ограниченным сроком службы при температурах до 950 град.С; сплав жаростойкий",,,0.35 - 0.75,до 0.1,68.568 - 77.6,до 0.8,19 - 22,до 0.4,,0.35 - 0.75,до 3,,1.8 - 2.3,,,Сплав жаропрочный,Сплав жаропрочный,,,,,,,,0.9 - 1.3,до 0.02,,,до 0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,2054,ХН77ТЮ,ХН77ТЮ ( другое обозначение ЭИ437А ),"Диски, кольца, лопатки и другие детали, работающие до 750 °С.",,,0.6 - 1,до 0.07,70.083 - 77.4,до 0.6,19 - 22,до 0.4,,2.4 - 2.8,до 1,,,,,Сплав жаропрочный,Сплав жаропрочный,до 0.001,,,,,,,,до 0.015,,,до 0.007,,до 0.003,,,,,,,,,,,,,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,70,ХН77ТЮР,ХН77ТЮР ( другое обозначение ЭИ437Б ХН77ТЮР-ВД ЭИ437Б-ВД ),"Диски, кольца, лопатки и другие детали, работающие до 750 °С.",Срок работы - ограниченный. Температура начала интенсивного окалинообразования 1050 °C.,,0.6 - 1,до 0.07,70.076 - 77.4,до 0.6,19 - 22,до 0.4,,2.4 - 2.8,до 1,,,,,Сплав жаропрочный,Сплав жаропрочный,до 0.001,,,,,,,,до 0.015,,,до 0.007,,до 0.01,,,,,,,,,,,,,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,76,ХН70ВМТЮФ,ХН70ВМТЮФ ( другое обозначение ЭИ826 ХН70ВМТЮФ-ВД ЭИ826-ВД ),Лопатки турбин и другие тяжелонагруженные детали для работы при температурах до 800°С.,Срок работы - длительный. Температура начала интенсивного окалинообразования 1050 °С,,2.4 - 2.9,до 0.12,60.621 - 75.2,до 0.6,13 - 16,до 0.5,,1.7 - 2.2,до 5,,2.5 - 4,,0.2 - 1,Сплав жаропрочный,Сплав жаропрочный,,,,5 - 7,,,,,до 0.015,,,до 0.009,,до 0.015,,,,,,,,,,,,,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,73,ХН78Т,ХН78Т ( другое обозначение ЭИ435 ),"сортовые детали, трубы, работающие до температуры 1100 °С.",,,,до 0.12,70.003 - 80.85,до 0.8,19 - 22,до 0.7,,0.15 - 0.35,до 6,"ХН38ВТ, 12Х25Н16Г7АР, 20Х23Н18",,,,Сплав жаропрочный,Сплав жаропрочный,,,,,,,,,до 0.015,,,до 0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,956,ХН77ТЮРУ,ХН77ТЮРУ ( другое обозначение ЭИ437БУ ХН77ТЮРУ-ВД ЭИ437БУ-ВД ХН77ТЮРУ-ПД ЭИ437БУ-ПД ),"Диски, лопатки турбин и другие детали, работающие до 750 °С.",Срок работы - ограниченный. Температура начала интенсивного окалинообразования +1050 °C.,,0.7 - 1,0.04 - 0.08,71.967 - 77.66,до 0.6,19 - 22,до 0.4,,2.6 - 2.9,до 1,,,,,Сплав жаропрочный,Сплав жаропрочный,до 0.001,,,,,,,,до 0.015,,,до 0.007,,до 0.01,,,,,,,,,,,,,,,до 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,3031,ЭП975-ИД,ЭП975-ИД ( другое обозначение ЭП975ИД ЖС6УД ),применяется для изготовления дисков газовых турбин двигателей с рабочей температурой до 850°С,,,4.5 - 5.1,0.1 - 0.16,49.11 - 58.5,до 0.4,7.5 - 9,до 0.4,,2 - 2.7,до 1,,0.8 - 1.5,,,Сплав жаропрочный,Сплав жаропрочный,,всего 0.5,Ni - basis,9.5 - 11,,14.1 - 17,,1 - 2,до 0.015,до 0.04,,до 0.01,,до 0.035,,,,,,,,,,,,,,,до 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,340,12МХ,12МХ,"Для труб пароперегревателей, трубопроводов и коллекторных установок высокого давления; поковок для паровых котлов и паропроводов; деталей цилиндров газовых турбин; в качестве основного слоя при изготовлении горячекатаных двухслойных коррозионностойких листов.",Сталь перлитного класса. Рекомендуемая температура применения до 510 °С ; Температура интенсивного окалинообразования 570 °С ; срок работы - более 10000 ч.,до 0.2,,0.09 - 0.16,до 0.3,0.17 - 0.37,0.4 - 0.7,0.4 - 0.7,,до 0.03,,,0.4 - 0.6,,до 0.05,Сталь жаропрочная низколегированная,Сталь жаропрочная низколегированная,,,,до 0.2,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,3,12Х1МФ,12Х1МФ ( другое обозначение 12ХМФ ),"Для труб пароперегревателей, трубопроводов и коллекторных установок высокого давления; поковок для паровых котлов и паропроводов; деталей цилиндров газовых турбин; для изготовления деталей, работающих при температуре 540-580 °С.",Сталь перлитного класса. Рекомендуемая температура применения до 570-585 °С ; Температура интенсивного окалинообразования 600 °С ; срок работы - более 10000 ч.,до 0.2,,0.1 - 0.15,до 0.3,0.17 - 0.37,0.9 - 1.2,0.4 - 0.7,,,,,0.25 - 0.35,,0.15 - 0.3,Сталь жаропрочная низколегированная,Сталь жаропрочная низколегированная,,,,,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,3084,12Х1МФ-ПВ,12Х1МФ-ПВ,"Сталь жаропрочная высоколегированная
Для изготовления бесшовных холоднодеформированных, теплодеформированных, горячедеформированных, в том числе горячепрессованных, и горячепрессованных редуцированных труб, предназначенных для паровых котлов и трубопроводов установок с высокими и сверхкритическими параметрами пара",,до 0.15,,0.11 - 0.15,до 0.15,0.17 - 0.37,0.9 - 1.2,0.4 - 0.7,,,,,0.25 - 0.35,,0.15 - 0.3,Сталь жаропрочная низколегированная,Сталь жаропрочная низколегированная,,,,,,,,,до 0.015,,,до 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,6,12Х2МФБ,12Х2МФБ,"трубы котельных установок, длительно работающие при температурах до 570 град.",,до 0.25,,0.08 - 0.12,до 0.25,0.4 - 0.7,2.1 - 2.6,0.4 - 0.7,,,,,0.5 - 0.7,,0.2 - 0.35,Сталь жаропрочная низколегированная,Сталь жаропрочная низколегированная,,,,,,,,0.5 - 0.8,до 0.025,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,5,12Х2МФСР,12Х2МФСР,"пароперегревательные и пароводные трубы, длительно работающие при температурах до 620 град.",,до 0.25,,0.08 - 0.15,до 0.25,0.4 - 0.7,1.6 - 1.9,0.4 - 0.7,,,,,0.5 - 0.7,,0.2 - 0.35,Сталь жаропрочная низколегированная,Сталь жаропрочная низколегированная,,,,,,,,,до 0.025,,,до 0.025,,0.002 - 0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,52,12ХМ,12ХМ,"сортовые заготовки, поковки, котельные трубы для длительной службы при температурах до 500 град.",,,,до 0.16,до 0.3,0.17 - 0.37,0.8 - 1.1,0.4 - 0.7,,,,,0.4 - 0.55,,,Сталь жаропрочная низколегированная,Сталь жаропрочная низколегированная,,,,,,,,,до 0.025,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,4,15Х1М1Ф,15Х1М1Ф,"трубы пароперегревателей, паропроводов и коллекторов установок высокого давления, длительно работающих при температурах до 585 град.",,до 0.25,,0.1 - 0.16,до 0.25,0.17 - 0.37,1.1 - 1.4,0.4 - 0.7,,,,,0.9 - 1.1,,0.2 - 0.25,Сталь жаропрочная низколегированная,Сталь жаропрочная низколегированная,,,,,,,,,до 0.025,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,71,ХН80ТБЮ,ХН80ТБЮ ( другое обозначение ЭИ607 ),"лопатки, крепежные детали турбин, длительно работающие при температурах до 700 °С.",,,0.5 - 1,до 0.08,72.293 - 81.7,до 0.8,15 - 18,до 1,,1.8 - 2.3,до 3,,,,,Сплав жаропрочный,Сплав жаропрочный,,,,,,,,1 - 1.5,до 0.015,,,до 0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,992,15Х2М2ФБС,15Х2М2ФБС,"поковки диафрагм, трубы и другие детали, работающие при температуре пара перед турбиной 565-580 град.",,до 0.3,,0.13 - 0.18,до 0.3,0.7 - 1,1.8 - 2.3,0.5 - 0.8,,,,,1.2 - 1.5,,0.25 - 0.4,Сталь жаропрочная низколегированная,Сталь жаропрочная низколегированная,,,,,,,,0.08 - 0.15,до 0.03,,,до 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,814,15Х5ВФ,15Х5ВФ ( другое обозначение Х5ВФ ),"Корпуса и внутренние элементы аппаратов нефтезаводов и крекинговых труб, детали насосов и другие детали, длительно работающие при температурах до 600 °С.",Сталь мартенситного класса. Рекомендуемая температура применения до 600 °С ; Температура интенсивного окалинообразования 650 °С ; срок работы - более 10000 ч.,,,до 0.15,до 0.6,0.3 - 0.6,4.5 - 6,до 0.5,,,,,,,0.4 - 0.6,Сталь жаропрочная низколегированная,Сталь жаропрочная низколегированная,,,,0.4 - 0.7,,,,,до 0.03,,,до 0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
